test_1,test_2,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,test_11,test_12,test_13,test_14,test_15,test_16,test_17,test_18,test_19,test_20,test_21,test_22,test_23,test_24,test_25,test_26,test_27,test_28,test_29,test_30,test_31,test_32,test_33,test_34,test_35,test_36,test_37,test_38,test_39,test_40,test_41,test_42,test_43,test_44,test_45,test_46,test_47,test_48,test_49,test_50,test_51,test_52,test_53,test_54,test_55,test_56,test_57,test_58,test_59,test_60,test_61,test_62,test_63,test_64,test_65,test_66,test_67,test_68,test_69,test_70,test_71,test_72,test_73,test_74,test_75,test_76,test_77,test_78,test_79,test_80,test_81,test_82,test_83,test_84,test_85,test_86,test_87,test_88,test_89,test_90,test_91,test_92,test_93,test_94,test_95,test_96,test_97,test_98,test_99,test_100
0.2028440314285252,0.20394494810030547,0.19550458198293633,0.2046788939608073,0.19697247211471064,0.19917430650066892,0.19752293015155223,0.19633026981572493,0.19256880195862655,0.19697247165332146,0.20275228808915943,0.19550458117977743,0.1946788939450859,0.19834861793307537,0.1955045815899011,0.19926604953244192,0.20119265501105457,0.19513760927483575,0.201284397427642,0.19422017870077846,0.20256880223067528,0.2013761414334588,0.20596329726005366,0.20477063649701416,0.19697247179002936,0.19568806801230534,0.20128439903395987,0.19844036169965332,0.20266054471561668,0.20944953571424024,0.20009173690384136,0.20201834311725897,0.1969724717558524,0.1958715541442053,0.19761467347382952,0.20788990251651598,0.20568806790840735,0.19339448980850363,0.20027522404396206,0.20155962684764228,0.20311926045549025,0.20211008580726222,0.20275228750815086,0.20155962747991632,0.198165131681556,0.1993577925642149,0.19651375640901403,0.20495412305612629,0.20275228819169036,0.20091742521510758,0.19275228788546467,0.203944948749668,0.2017431138681436,0.1952293522553433,0.19999999464105028,0.20238531522726247,0.20192659986333564,0.19917430650066892,0.20082568291813954,0.20100916814434966,0.19816513178408693,0.20055045354940476,0.1954128384214202,0.19935779254712643,0.20550458174233044,0.1965137563406601,0.19541283840433174,0.19064219671925273,0.2062385257401871,0.19642201283040944,0.19706421487306783,0.19577981112952078,0.1952293521015469,0.19807338871813696,0.20100916901586252,0.20018348087548116,0.20229357219548946,0.2043119208596715,0.20477063636030626,0.20467889375574544,0.19220182969482666,0.20229357226384342,0.20211008602941255,0.19935779263256886,0.2053210952857492,0.20211008655915566,0.20009173729687657,0.20504586557524468,0.20385320549574468,0.20082568238839643,0.1987155902994062,0.20091742553978886,0.19532109569724,0.19596329768863294,0.20036696721244296,0.20110091273117503,0.2043119214235916,0.2020183434761172,0.20137614126257394,0.19568806845660602
0.20128439835042033,0.20596329712334577,0.20366971970561448,0.20889907743815983,0.1990825637764887,0.1976146733542101,0.18853210481823585,0.20027522433446635,0.2044036640281524,0.19238531546786838,0.19651375627230613,0.2026605453820677,0.20862384718082366,0.19339448979141516,0.19972476518687304,0.20192659979498168,0.20412843517207224,0.19376146285837398,0.19981650820155755,0.20477063620650987,0.19678898490623598,0.20944953518449713,0.19761467371306835,0.2108256824895603,0.20330274682662902,0.19706421441167865,0.1926605452125499,0.20385320501726703,0.2024770588913095,0.20027522394143113,0.19862384808788058,0.1971559577852214,0.20311926035295932,0.1940366916290117,0.20110091204763553,0.20522935233941866,0.20027522366801534,0.19587155431509018,0.20348623357371454,0.20247705885713255,0.20357797581941708,0.2023853156032092,0.206972471498158,0.19688072925382252,0.19633026990116736,0.20293577442612123,0.19999999426510356,0.1988990767730759,0.20660549860208408,0.19880733379256835,0.20587155434790008,0.2003669664605495,0.1964220124715512,0.20669724236866202,0.20623852674840787,0.2008256828326971,0.20935779160589252,0.1993577924445955,0.20330274650194777,0.1990825634859844,0.20165137097307848,0.20807338871676986,0.1979816457376294,0.20522935233941866,0.20045871036383536,0.20834861822221257,0.20412843433473635,0.19697247108940139,0.204311921577388,0.20954127876310175,0.1959632965095273,0.19816513163029054,0.20073393971548167,0.20623852640663812,0.19880733389509928,0.20091742634294776,0.20678898548587746,0.20495412256056017,0.2075229300818312,0.2102752234786749,0.20614678327233418,0.2026605448181476,0.20486237983637995,0.2014678837646038,0.2011926552673819,0.20431192062043269,0.20266054526244828,0.20128439865801312,0.20761467345537396,0.2040366920548568,0.19981650838953094,0.20376146219055588,0.20137614100624662,0.19816513207459122,0.2020183429121971,0.19908256333218802,0.20036696709282353,0.20293577456282913,0.1992660495837074,0.20174311366308173
0.20422017758865968,0.22293577276580379,0.19201834323824546,0.21458715091057873,0.21678898497185575,0.1966054992015482,0.2026605446985282,0.20110091174004274,0.21972476516705042,0.20605504044562306,0.21403669160918906,0.2180733885786949,0.20330274718548727,0.1988073338609223,0.21669724192299428,0.20798164582170478,0.2037614615753703,0.2074311870500582,0.21422017796323933,0.2166054990108407,0.2144954068534965,0.21733944410236056,0.2186238478629961,0.21064219579374024,0.21614678333932108,0.20348623273637864,0.21247705806969502,0.21357797619399674,0.2144954069560274,0.21302751701222647,0.21385320556273155,0.20403669147384823,0.215229352457671,0.21743118660439045,0.21761467283882133,0.2125688015457687,0.2105504528303212,0.21504586577893944,0.20798164609512057,0.21486237916856185,0.2099999936827279,0.20477063627486383,0.2064220125043611,0.202201829847256,0.21027522335905546,0.2155045811257778,0.2044954070770139,0.21458715003906587,0.1977064159929479,0.2136697187472921,0.20532109513195282,0.20963302181196322,0.20522935179258706,0.212935773929188,0.21229357186944112,0.19899082000991072,0.22137614083262758,0.20779815909170776,0.21651375560312097,0.21568806754818204,0.22100916872262408,0.21779815938084499,0.21100916814298257,0.1952293524091397,0.19678898572648337,0.21357797561298816,0.21220182892311057,0.20963302181196322,0.20853210473005926,0.20788990239689656,0.20825687539550142,0.21504586600108977,0.1946788936545816,0.21183485626627546,0.21504586547134666,0.21110091214879936,0.20981650821727896,0.19981650804776116,0.208348618307655,0.2115596279228499,0.2279816458360591,0.21651375556894398,0.2132110029048876,0.2137614617619766,0.20862384760803585,0.21229357198906054,0.21110091108931314,0.22128439771541214,0.21550458119413174,0.22064219568984225,0.21293577377539163,0.21311926018070737,0.21403669172880846,0.2103669662199436,0.21816513237944984,0.19321100369369218,0.20935779300714852,0.21110091170449868,0.21550458104033535,0.21495412262754704
0.20211008626865137,0.2682568737468041,0.19917430701332356,0.2536697182975231,0.2629357728116009,0.19853210469724936,0.19944953626243894,0.20522935239068413,0.2622018279422314,0.2033027465873902,0.25064219534397125,0.25642201143803944,0.20733944362525,0.1953210955776206,0.24981650798966032,0.24541283788484172,0.24917430437486107,0.20761467290854235,0.24733944235523359,0.24009173684710755,0.2545871498285357,0.25541283699487327,0.2555045805393009,0.24779815835143448,0.2496330207299202,0.25192659970270387,0.24256880111445528,0.2561467823768974,0.26027522314715823,0.2510091679495409,0.2535779752657501,0.24669724149168085,0.2524770573806872,0.25394494735866513,0.2566972406017124,0.2582568741582949,0.24981650739156325,0.248807332316123,0.25284403025967267,0.25623852551120135,0.25183485626080715,0.25733944247348595,0.23963302161988861,0.1955963248950899,0.24302751652964757,0.255871552495508,0.23981650720495695,0.24596329610965667,0.19532109571432849,0.2545871502557479,0.23743118622570958,0.24954127817662483,0.1991743068082617,0.24853210325498098,0.24100916825850074,0.20100916867409277,0.2588073327932336,0.257064213275636,0.2475229297687701,0.24321100308875973,0.2522018290714386,0.2614678829190655,0.24550458059193345,0.20587155359600662,0.19467889310775,0.26513760741970954,0.2480733885062397,0.2587155901715843,0.2551376084463859,0.24284403010724334,0.24862384652599281,0.2486238468164971,0.19752292980978248,0.2479816449276351,0.24348623185939744,0.2550458655171438,0.24706421460990513,0.19706421471927144,0.24577981052458833,0.2560550391058856,0.247522929939655,0.2633944881413508,0.25238531373372863,0.2338532048764579,0.20403669132005184,0.25532109428778155,0.2463302687494033,0.253211001908287,0.2566054983560098,0.25770641514740955,0.24596329651978038,0.255688066431962,0.2521100853903031,0.23935779204609198,0.25862384669551064,0.19706421444585565,0.25596329552728103,0.24963302160143305,0.25431191938322617,0.25944953367387485
0.2015596273602969,0.3299082486693739,0.20238531589371347,0.326055037865945,0.3356880647463536,0.2016513703920699,0.20211008613194348,0.20541283864220347,0.33844035843370157,0.2038532055811871,0.31614678113832384,0.33495411892002874,0.20550458174233044,0.20394494863004858,0.3230275147756852,0.3215596245926455,0.3250458626025314,0.206055039847526,0.31633026686010013,0.32220182677201176,0.3309174229245667,0.32495411957075837,0.33999999093079786,0.3225687981472103,0.32752292726291427,0.31256879814857735,0.3211926523971995,0.32623852365607514,0.3281651293055727,0.33366971681697655,0.33256879958127616,0.31302751440110554,0.32513760604442804,0.32834861557418055,0.32385320189075734,0.32642200944620536,0.31761467046693925,0.322660541520753,0.3328440283006484,0.3231192571580957,0.33412843170242573,0.3300917348867163,0.31550457923237335,0.1999082517288967,0.3182568729197213,0.3285321017060805,0.3233027445203667,0.33247705514824716,0.20211008611485498,0.33779815618598136,0.3177981571456708,0.33266054223710245,0.19880733379256835,0.3304587069454543,0.3133027446926187,0.19917430744053574,0.3350458633872347,0.3282568713120364,0.3311926514730541,0.3280733864105076,0.31880733203313766,0.3233027439051812,0.32642201012974487,0.1982568755164879,0.19688072795509745,0.33183485290052694,0.34440366130903227,0.3250458626025314,0.3281651291005108,0.3195412757063131,0.3309174227878588,0.3232110010101161,0.20321100379485602,0.32146788251782776,0.3138532037035041,0.3328440282322945,0.31733944137162023,0.19733944384876742,0.3304587068771004,0.3267889824618987,0.3394495334920533,0.34752292664499457,0.3264220096512672,0.30862384525324227,0.2051376095127075,0.3281651289979799,0.3204587076645379,0.33770641240231486,0.33743118412724327,0.33422017500761453,0.31036696535184843,0.3190825611968106,0.3244954043435394,0.3199082490637762,0.32660549591987503,0.20174311309916163,0.3279816440622741,0.31486237705300707,0.3310091647943226,0.32770641298469055
0.19568806784142048,0.4276146671367348,0.22853210359948492,0.3869724661932079,0.3926605405200512,0.19669724235294062,0.19743118739319504,0.20293577416979391,0.4329357672858676,0.23403669141848152,0.3833027419830681,0.4378898983154822,0.1982568749867448,0.19990825167763124,0.4116513638184705,0.38486237420674857,0.38385320065218376,0.22871559068834016,0.37706421049089606,0.37201833854848093,0.42440365794875207,0.3989908144288107,0.43568806363901963,0.3800917324533156,0.41339448442973126,0.408623841719343,0.4141284286155613,0.40018347486716893,0.3947706315495552,0.40027521892425116,0.40229356685362827,0.3748623747891242,0.401192649447043,0.3824770529199084,0.424587144080652,0.41724769443000126,0.3872476954252348,0.3821100808611704,0.4043119163551462,0.38917430052790075,0.3996330174967783,0.41972475833849077,0.4144036579159422,0.23165137030252622,0.37752292496622153,0.3814678790235738,0.40981650147416177,0.3888990727313068,0.22715595764441227,0.4036697131504706,0.3811926503383785,0.39055044661968125,0.19981650845788487,0.39330274222093986,0.408440355655797,0.20669724272752027,0.391926595172204,0.3918348506366441,0.41834861204164836,0.41807338171595826,0.3794495304106572,0.4015596218475508,0.394128429301835,0.20192660022219386,0.22990825066530923,0.4353210890511854,0.4145871437744263,0.4095412728573204,0.4209174196654504,0.37981650363141245,0.4022935665802124,0.38376145721028704,0.2016513705629548,0.39669723610538954,0.367522925822013,0.4225687958778591,0.38201833864964474,0.20724770095233525,0.42036696092798076,0.4177981539193643,0.4374311812427066,0.42174310845519425,0.38183485142408163,0.37486237499418607,0.23330274605354584,0.38541283314928004,0.37495411829937486,0.43513760100537485,0.4224770514790071,0.39366971345943047,0.37853209872584825,0.3843119160844645,0.38944953085359085,0.36844035661822067,0.3990825581441232,0.22779815900353118,0.38642200807092386,0.4139449422785995,0.4239449421747015,0.3965137507253831
0.20165137064839722,0.5917431032712307,0.34532109203688593,0.4016513649476777,0.4423853078976684,0.19293577437622283,0.20055045308801558,0.20697247158360044,0.592293563649195,0.345137605904986,0.3969724656791862,0.6493577839584526,0.198899077302819,0.19348623318204639,0.5479816356930164,0.3912843934029614,0.40009173122021036,0.33981650514066764,0.39477063209638685,0.3917431084251185,0.5841284246619688,0.4445871440095639,0.6499999861378188,0.4060550348474345,0.5444953974780686,0.5408256721059117,0.5430275091064085,0.48944952851588575,0.43788989612815576,0.5051376002780888,0.512018334154689,0.40155962246273635,0.49247705150361454,0.39862384237007265,0.5409174151376847,0.509816498657979,0.40146787847400806,0.400642191324759,0.509724755626206,0.4030275115179359,0.5114678752805115,0.5428440190783335,0.5454128302565409,0.33724769779028146,0.40238531002210914,0.397981640669184,0.5448623698785764,0.4929357663207098,0.3442201750404244,0.5013761341298392,0.3982568705847504,0.3953210904237327,0.19816513130560928,0.5117431045125383,0.5413761302965496,0.20064219608561162,0.4391743001451186,0.43623851957397725,0.5388990663880602,0.5418348470959095,0.397339438079694,0.5049541137360651,0.3979816401223524,0.20146788439687785,0.34651375302207577,0.6498165011679361,0.5389908088730015,0.5066972322967074,0.5873394361056319,0.3975229248267795,0.49899081297970693,0.40302751165464384,0.2064220131879006,0.44018347424651505,0.3974311819317144,0.5488073227055575,0.3955963178785569,0.19577981065104313,0.5388990669348918,0.5432109938028755,0.6324770471098227,0.5872476910232404,0.3986238416181792,0.3977064103434939,0.3446788899942276,0.44724769466513886,0.39972475922982625,0.6516513624869356,0.584403654850951,0.43963301619258494,0.39889907201222324,0.39238531080954664,0.44055044678373073,0.40192659417970467,0.5042201681148022,0.34330274369738517,0.3993577866926106,0.5433944798664215,0.5390825536819773,0.44706420805476127
0.20027522341168802,0.7260550309758668,0.39926604393425336,0.4023853092702157,0.5238531955064983,0.2047706364286602,0.197155957665602,0.2047706364628372,0.7121100781160757,0.40330274102337865,0.4002752181040038,0.7816513560780691,0.19853210438965657,0.20146788414055056,0.6040366830628946,0.40348622736034045,0.3968807226474132,0.39394494303322714,0.40229356644350456,0.3960550344045009,0.7148623707097604,0.5173394350557152,0.7825687877628782,0.40211008079008226,0.5922018195237588,0.6016513632798414,0.594862368538839,0.631467874717275,0.5258715464434492,0.5915596183013478,0.5854128290207015,0.4044954009832592,0.6388990684933619,0.3967889794789323,0.6022935613579706,0.5797247546255042,0.40165136453755407,0.403761457070845,0.5881651238017126,0.3918348513885376,0.5876146626035008,0.5940366804326346,0.6001834698499889,0.40027521796729587,0.40284402545438996,0.3965137507253831,0.5899999834802172,0.6433944816983074,0.40284402531768204,0.6389908112517191,0.39999998736819,0.39128439360802325,0.19798164585724884,0.5925687904204797,0.5977981499302278,0.2042201777082791,0.521376132691672,0.5248623684458776,0.5952293421697179,0.5992660415828774,0.3997247593665342,0.5940366817997136,0.40064219023109576,0.20119265485725818,0.39862384202830287,0.778990807062989,0.595963287790981,0.5833944798609533,0.7089908123016357,0.3949541174763933,0.6315596192528349,0.4027522825593248,0.19834861859952638,0.5177981508981198,0.39614677688944233,0.593027507903379,0.3970642096679145,0.20541283867638047,0.5961467730342795,0.6011926448399868,0.832018323721142,0.7233944797734602,0.3941284291651271,0.4060550336170634,0.39495411733968544,0.5284403507862616,0.4065137505531311,0.7851375937461853,0.7109174181561951,0.5270642064033298,0.3958715477941233,0.40165136522109357,0.5250458586106607,0.40486237488755394,0.5923853055873048,0.4042201724347718,0.40321099758148193,0.6011009008512584,0.5980733783420072,0.5295412688080324
0.2298165080949254,0.7921100704494967,0.4324770523320644,0.4261467764410404,0.6021100758412562,0.22477063536643982,0.20724770078145036,0.23201834270303404,0.7633944774439575,0.4339449419340956,0.4313761348571252,0.7994495170925735,0.23128439715012497,0.22917430581302817,0.6297247558832169,0.432201822416498,0.43422017178130806,0.4044036579514862,0.42752292355813015,0.4067889804686975,0.7773394281164222,0.5424770485917363,0.806238506091844,0.3973394376012163,0.6085320957210085,0.6307339284124724,0.6023853050732831,0.7037614533387193,0.5955045712650369,0.6334862252441021,0.6025687918203686,0.40449540194021455,0.6944036552118599,0.4253210876512965,0.6379816366718449,0.6016513595887281,0.425229345303063,0.42862384253685626,0.6132109930755896,0.42256879464748803,0.6288073246085316,0.6346788841103195,0.6347706268686767,0.42807338256901556,0.40486237522932367,0.4063302628490903,0.606972462266957,0.6888990675637482,0.4275229241049618,0.7166972338059626,0.42825686753889836,0.3966054930052626,0.2238532047069401,0.6301834706319581,0.6311009028635988,0.22981650812910237,0.6038531949487301,0.605871545885681,0.6066972305741879,0.6235779666025704,0.4288990713587595,0.6325687931491695,0.41403668736099103,0.23779815831862458,0.4256880615555912,0.8090825466387862,0.6282568647773987,0.6284403526181475,0.7148623720768394,0.4044954018035066,0.6831192524608122,0.42669723668229687,0.22045871017312785,0.5397247550410962,0.432935766670682,0.5990825538788367,0.406880722816931,0.23990825054432274,0.6274311788585207,0.6284403509776527,0.8845871312355776,0.7631192475283911,0.4062385199540252,0.4122935646991117,0.4246788876592566,0.5874311770867864,0.41064219026390564,0.8010091530073673,0.709724756282404,0.5672476932816549,0.427247694736227,0.43990824460436445,0.5988990679519985,0.42807338161206027,0.6322935641905584,0.4216513636462185,0.41862384168379896,0.6285320948296731,0.6011009015347979,0.5956880584222461
0.3715596225010146,0.910733921812215,0.5679816368522994,0.5488990675145333,0.7408256713950306,0.35825687147882007,0.2519265990875183,0.36256879868857356,0.7999999750097957,0.5741284242190352,0.5634862231005222,0.8351375911760768,0.3838532007888916,0.3702752186207596,0.7780733737376851,0.5588990670005116,0.5606421859712776,0.43642200556916927,0.564403655195455,0.46614677547861677,0.8056880517290272,0.697339437560204,0.8077981411863905,0.4450458588950131,0.6419265918228605,0.7766054830419908,0.6483486097887021,0.8722018112830066,0.752844020040757,0.7579816333744505,0.6087155817845545,0.4724770515063487,0.7924770436702518,0.5437614525403451,0.7761467684299574,0.6013761310402407,0.5527522762160783,0.5529357635099953,0.7053210882965578,0.5498164975588474,0.7434862225974371,0.7622935616095131,0.7588990661529226,0.5640366818379918,0.46137613317835224,0.4614678775772042,0.6308256728113244,0.7815596124994646,0.573119249775869,0.8787155720072055,0.5605504430762125,0.43119264824674763,0.3562385223190719,0.7620183316939467,0.7595412657348388,0.37348622835557393,0.7473394351268033,0.7506421848174629,0.6601834736012537,0.7443119117973047,0.5559632862926623,0.7550458530767248,0.45844035383758197,0.3731192559550662,0.5562385163449366,0.8427522693752149,0.7551375977489927,0.7147706295918981,0.7459632841818923,0.4448623735150066,0.7421100738398526,0.5579816358625342,0.352201826050194,0.7157798010274905,0.5523853053193574,0.6061467751177079,0.4514678746735284,0.3844036587061138,0.7549541119588624,0.7429357644067992,0.9345871341337851,0.8010091516402883,0.4613761335884759,0.4490825566676779,0.5611926448454551,0.6953210874435005,0.4694495280401422,0.834587132712023,0.741834844197702,0.5960550305493381,0.5597247548333002,0.5585320932329247,0.7411009021308443,0.5766972314327135,0.7473394318458138,0.5476146619254296,0.5552293402612756,0.7491742943951843,0.628348608902835,0.7308256721824681
