8,16,32,64
0.040711011,0.041571103,0.041150614,0.04155199
0.041475537,0.04149465,0.04264144,0.04149465
0.042870797,0.042201837,0.043119268,0.044036699
0.044629207,0.047056577,0.049503061,0.051223244
0.059900615,0.060187312,0.07442661,0.075955662
0.073795876,0.074503062,0.105925082,0.114506887
0.099044348,0.113474777,0.152847868,0.159002302
0.181211784,0.211544353,0.231938085,0.224101694
0.268195733,0.281746956,0.285321117,0.280561942
0.341704913,0.361123873,0.373490083,0.345737786
0.445661337,0.47113917,0.469399871,0.433103997
0.548394522,0.566800483,0.562901404,0.490768376
0.648795904,0.677178934,0.673413644,0.562767612
0.753860898,0.783811205,0.778306616,0.615022964
0.824292858,0.851624659,0.833983223,0.641532908
0.857091021,0.880791331,0.854931236,0.655886883
0.880485522,0.892469462,0.868348671,0.6655008
0.887060446,0.897419767,0.870317325,0.667106303
0.888608608,0.897343315,0.873700353,0.670642236
0.889258456,0.89719041,0.87599393,0.671846365
0.891915183,0.899904476,0.874101728,0.672457985
