16,32,64,128,256,512,1024
<<<<<<< HEAD
0.041379972,0.041972479,0.041685782,0.040443427,0.040347861,0.04227829,0.041322632
0.042182724,0.041953366,0.041685782,0.041437311,0.042087158,0.042488534,0.04227829
0.040940369,0.041571103,0.041112387,0.042373855,0.041934253,0.043463305,0.046597862
0.042163611,0.040978595,0.042909024,0.042966363,0.041934253,0.048375385,0.055179667
0.041991592,0.041991592,0.041532877,0.045986241,0.047974009,0.062327985,0.069667435
0.042813458,0.044533642,0.049120798,0.055523703,0.061773704,0.081995417,0.08832187
0.045814223,0.052331807,0.062442664,0.074923552,0.081727833,0.133620038,0.158715605
0.053535935,0.074082573,0.096540525,0.130198783,0.159537471,0.21685781,0.254816528
0.069399851,0.110569578,0.155600162,0.208906739,0.248604754,0.287767599,0.31676225
0.095890678,0.161162088,0.22413992,0.286544358,0.323470966,0.37238152,0.415672805
0.132912851,0.215978604,0.303134572,0.378191918,0.432893753,0.492775258,0.538627706
0.166055055,0.262404447,0.380466382,0.466360882,0.525554313,0.600688101,0.657473276
0.1857416,0.303555061,0.461563479,0.568004618,0.640825722,0.707626186,0.781861661
0.20563839,0.341896042,0.536525257,0.668329547,0.752656769,0.809174357,0.875898364
0.207511479,0.360034424,0.59260324,0.744017626,0.822152186,0.870718702,0.931804335
0.217106281,0.380217911,0.631441165,0.785493161,0.850573437,0.893463347,0.947496226
0.222190379,0.386162101,0.652694987,0.801834905,0.864870076,0.903191936,0.954816558
0.223814996,0.396521428,0.654376944,0.808046681,0.869094083,0.903249278,0.954720993
0.221196496,0.39568045,0.660378474,0.814908302,0.869667476,0.90301992,0.956689646
0.223795884,0.394380756,0.663092542,0.813398363,0.871597907,0.904262275,0.957798209
0.223413621,0.394304303,0.661238568,0.813876192,0.870298211,0.907779095,0.959365485
=======
0.042717892,0.041207953,0.04118884,0.043004589,0.040806577,0.04227829,0.041322632
0.043042816,0.040481653,0.042373855,0.040271409,0.042564987,0.042488534,0.04227829
0.041647556,0.042660553,0.042373855,0.041590216,0.041991592,0.043463305,0.046597862
0.042316516,0.043119268,0.041800461,0.042431195,0.044801226,0.048375385,0.055179667
0.042431195,0.042354742,0.042679666,0.043635323,0.051701073,0.062327985,0.069667435
0.041055048,0.045240828,0.050114682,0.054051991,0.066322633,0.081995417,0.08832187
0.042909024,0.053172786,0.06290138,0.07327982,0.103268354,0.133620038,0.158715605
0.049044345,0.076911319,0.098279822,0.124675083,0.167851691,0.21685781,0.254816528
0.060646028,0.11653288,0.164353985,0.213054293,0.242622337,0.287767599,0.31676225
0.08103976,0.175344047,0.247706436,0.295890688,0.328363932,0.37238152,0.415672805
0.11659022,0.243922031,0.328077235,0.386831061,0.430963325,0.492775258,0.538627706
0.153669733,0.31464069,0.419380756,0.476586418,0.530676634,0.600688101,0.657473276
0.186639919,0.383811183,0.510951868,0.579338714,0.617526789,0.707626186,0.781861661
0.210932733,0.445202622,0.597343301,0.675821903,0.714678937,0.809174357,0.875898364
0.224331051,0.485951862,0.661219452,0.754396067,0.774331081,0.870718702,0.931804335
0.229625394,0.508849419,0.698929702,0.789048207,0.805237049,0.893463347,0.947496226
0.237347108,0.520890704,0.715233218,0.805237047,0.815099435,0.903191936,0.954816558
0.237270655,0.531288256,0.723948815,0.81349393,0.82083338,0.903249278,0.954720993
0.247782888,0.532989325,0.729893002,0.816552034,0.820355551,0.90301992,0.956689646
0.242966374,0.534002323,0.725477866,0.816819616,0.821865488,0.904262275,0.957798209
0.245546649,0.531116238,0.727542087,0.818386895,0.825955704,0.907779095,0.959365485
>>>>>>> 1c587e97880f0ff0e45f00d46d81eb283b5d84c7
