64,128,256,512,1024
0.042327235772357724,0.042784552845528456,0.04369918699186992,0.04491869918699187,0.04247967479674797
0.04120934959349593,0.040497967479674796,0.04237804878048781,0.04451219512195122,0.0461890243902439
0.043191056910569105,0.04303861788617886,0.04451219512195122,0.04878048780487805,0.0459349593495935
0.0443089430894309,0.04725609756097561,0.05147357723577236,0.05426829268292683,0.054217479674796745
0.04974593495934959,0.0570630081300813,0.061128048780487804,0.07332317073170731,0.07794715447154471
0.05533536585365854,0.07266260162601626,0.0918191056910569,0.11341463414634147,0.1320630081300813
0.07378048780487804,0.10177845528455284,0.12952235772357723,0.158739837398374,0.18272357723577234
0.10736788617886178,0.14176829268292682,0.1834349593495935,0.21036585365853658,0.22926829268292684
0.1511178861788618,0.20584349593495935,0.2505589430894309,0.28434959349593497,0.317530487804878
0.21351626016260164,0.2663109756097561,0.3252540650406504,0.37403455284552845,0.41300813008130083
0.27027439024390243,0.3409044715447154,0.4108231707317073,0.4758130081300813,0.5253556910569106
0.3182418699186992,0.40015243902439024,0.4820630081300813,0.5541158536585366,0.6101626016260162
0.3619410569105691,0.45929878048780487,0.5634146341463414,0.6507113821138212,0.7136686991869918
0.4036077235772358,0.5294207317073171,0.6525406504065041,0.7492886178861788,0.8160060975609756
0.42804878048780487,0.5721544715447154,0.7112804878048781,0.8130589430894309,0.8739837398373984
0.44654471544715446,0.5961382113821139,0.7371951219512195,0.8378048780487805,0.8980182926829269
0.4474593495934959,0.6053353658536585,0.7522865853658537,0.8535569105691057,0.9060467479674796
0.45416666666666666,0.6035569105691057,0.750660569105691,0.851880081300813,0.907469512195122
0.4578252032520325,0.6012703252032521,0.7479674796747967,0.8551829268292683,0.9070121951219512
0.45233739837398373,0.6054878048780488,0.75005081300813,0.855640243902439,0.9094004065040651
0.4557418699186992,0.604369918699187,0.7538617886178862,0.8561483739837399,0.9107215447154472
